pipeline_name	Listeria pipeline
cgmlst-lmo0810	lmo0810,6,100.00,1074/1074,DNA
cgmlst-lmo0811	lmo0811,5,100.00,702/702,DNA
cgmlst-lmo0812	lmo0812,6,100.00,543/543,DNA
cgmlst-lmo0813	lmo0813,6,100.00,873/873,DNA
cgmlst-lmo0817	lmo0817,3,100.00,414/414,DNA
cgmlst-lmo0818	lmo0818,6,100.00,2631/2631,DNA
cgmlst-lmo0819	lmo0819,4,100.00,849/849,DNA
cgmlst-lmo0820	lmo0820,2,100.00,558/558,DNA
cgmlst-lmo0821	lmo0821,3,100.00,663/663,DNA
cgmlst-lmo0823	lmo0823,5,100.00,825/825,DNA
cgmlst-lmo0824	lmo0824,4,100.00,969/969,DNA
cgmlst-lmo0829	lmo0829,445,100.00,3648/3648,DNA
cgmlst-lmo0830	lmo0830,6,100.00,1962/1962,DNA
cgmlst-lmo0831	lmo0831,2,100.00,912/912,DNA
cgmlst-lmo0836	lmo0836,2,100.00,414/414,DNA
cgmlst-lmo0838	lmo0838,6,100.00,1386/1386,DNA
cgmlst-lmo0839	lmo0839,21,100.00,1212/1212,DNA
cgmlst-lmo0840	lmo0840,2,100.00,471/471,DNA
cgmlst-lmo0841	lmo0841,5,100.00,2643/2643,DNA
cgmlst-lmo0844	lmo0844,2,100.00,378/378,DNA
cgmlst-lmo0846	lmo0846,5,100.00,1101/1101,DNA
cgmlst-lmo0847	lmo0847,6,100.00,1443/1443,DNA
cgmlst-lmo0848	lmo0848,2,100.00,729/729,DNA
cgmlst-lmo0850	lmo0850,2,100.00,147/147,DNA
cgmlst-lmo0853	lmo0853,3,100.00,342/342,DNA
cgmlst-lmo0854	lmo0854,2,100.00,321/321,DNA
cgmlst-lmo0855	lmo0855,5,100.00,1113/1113,DNA
cgmlst-lmo0856	lmo0856,6,100.00,1374/1374,DNA
cgmlst-lmo0857	lmo0857,6,100.00,714/714,DNA
cgmlst-lmo0858	lmo0858,5,100.00,1026/1026,DNA
cgmlst-lmo0860	lmo0860,3,100.00,879/879,DNA
cgmlst-lmo0861	lmo0861,2,100.00,834/834,DNA
cgmlst-lmo0862	lmo0862,25,100.00,1533/1533,DNA
cgmlst-lmo0863	lmo0863,4,100.00,915/915,DNA
cgmlst-lmo0864	lmo0864,2,100.00,1068/1068,DNA
cgmlst-lmo0865	lmo0865,6,100.00,1674/1674,DNA
cgmlst-lmo0866	lmo0866,2,100.00,1554/1554,DNA
cgmlst-lmo0867	lmo0867,2,100.00,489/489,DNA
cgmlst-lmo0871	lmo0871,3,100.00,354/354,DNA
cgmlst-lmo0872	lmo0872,6,100.00,1167/1167,DNA
cgmlst-lmo0874	lmo0874,2,100.00,330/330,DNA
cgmlst-lmo0875	lmo0875,3,100.00,336/336,DNA
cgmlst-lmo0876	lmo0876,5,100.00,1326/1326,DNA
cgmlst-lmo0877	lmo0877,43,100.00,729/729,DNA
cgmlst-lmo0878	lmo0878,4,100.00,954/954,DNA
cgmlst-lmo0879	lmo0879,4,100.00,768/768,DNA
cgmlst-lmo0881	lmo0881,4,100.00,477/477,DNA
cgmlst-lmo0882	lmo0882,2,100.00,483/483,DNA
cgmlst-lmo0883	lmo0883,5,100.00,1476/1476,DNA
cgmlst-lmo0884	lmo0884,6,100.00,1380/1380,DNA
cgmlst-lmo0885	lmo0885,2,100.00,357/357,DNA
cgmlst-lmo0886	lmo0886,5,100.00,1107/1107,DNA
cgmlst-lmo0887	lmo0887,3,100.00,279/279,DNA
cgmlst-lmo0889	lmo0889,2,100.00,837/837,DNA
cgmlst-lmo0894	lmo0894,2,100.00,474/474,DNA
cgmlst-lmo0896	lmo0896,2,100.00,600/600,DNA
cgmlst-lmo0897	lmo0897,17,100.00,1632/1632,DNA
cgmlst-lmo0899	lmo0899,14,100.00,468/468,DNA
cgmlst-lmo0900	lmo0900,2,100.00,393/393,DNA
cgmlst-lmo0901	lmo0901,6,100.00,1287/1287,DNA
cgmlst-lmo0905	lmo0905,2,100.00,498/498,DNA
cgmlst-lmo0906	lmo0906,6,100.00,1350/1350,DNA
cgmlst-lmo0907	lmo0907,2,100.00,675/675,DNA
cgmlst-lmo0908	lmo0908,3,100.00,1137/1137,DNA
cgmlst-lmo0909	lmo0909,5,100.00,393/393,DNA
cgmlst-lmo0911	lmo0911,5,100.00,504/504,DNA
cgmlst-lmo0912	lmo0912,6,100.00,813/813,DNA
cgmlst-lmo0913	lmo0913,6,100.00,1467/1467,DNA
cgmlst-lmo0914	lmo0914,2,100.00,306/306,DNA
cgmlst-lmo0915	lmo0915,3,100.00,1269/1269,DNA
cgmlst-lmo0916	lmo0916,6,100.00,351/351,DNA
cgmlst-lmo0917	lmo0917,3,100.00,1452/1452,DNA
cgmlst-lmo0920	lmo0920,2,100.00,1041/1041,DNA
cgmlst-lmo0921	lmo0921,6,100.00,840/840,DNA
cgmlst-lmo0922	lmo0922,6,100.00,921/921,DNA
cgmlst-lmo0926	lmo0926,2,100.00,657/657,DNA
cgmlst-lmo0927	lmo0927,2,100.00,1962/1962,DNA
cgmlst-lmo0928	lmo0928,2,100.00,624/624,DNA
cgmlst-lmo0929	lmo0929,2,100.00,669/669,DNA
cgmlst-lmo0931	lmo0931,6,100.00,996/996,DNA
cgmlst-lmo0932	lmo0932,2,100.00,606/606,DNA
cgmlst-lmo0935	lmo0935,2,100.00,510/510,DNA
cgmlst-lmo0936	lmo0936,4,100.00,741/741,DNA
cgmlst-lmo0937	lmo0937,2,100.00,162/162,DNA
cgmlst-lmo0938	lmo0938,3,100.00,459/459,DNA
cgmlst-lmo0939	lmo0939,5,100.00,747/747,DNA
cgmlst-lmo0941	lmo0941,17,100.00,969/969,DNA
cgmlst-lmo0942	lmo0942,6,100.00,1806/1806,DNA
cgmlst-lmo0943	lmo0943,2,100.00,471/471,DNA
cgmlst-lmo0944	lmo0944,2,100.00,303/303,DNA
cgmlst-lmo0945	lmo0945,6,100.00,1131/1131,DNA
cgmlst-lmo0946	lmo0946,3,100.00,228/228,DNA
cgmlst-lmo0947	lmo0947,5,100.00,1218/1218,DNA
cgmlst-lmo0948	lmo0948,2,100.00,690/690,DNA
cgmlst-lmo0951	lmo0951,6,100.00,822/822,DNA
cgmlst-lmo0952	lmo0952,2,100.00,459/459,DNA
cgmlst-lmo0953	lmo0953,4,100.00,234/234,DNA
cgmlst-lmo0954	lmo0954,2,100.00,315/315,DNA
cgmlst-lmo0955	lmo0955,5,100.00,846/846,DNA
cgmlst-lmo0956	lmo0956,6,100.00,1134/1134,DNA
cgmlst-lmo0958	lmo0958,5,100.00,723/723,DNA
cgmlst-lmo0960	lmo0960,3,100.00,909/909,DNA
cgmlst-lmo0961	lmo0961,4,100.00,1227/1227,DNA
cgmlst-lmo0962	lmo0962,2,100.00,558/558,DNA
cgmlst-lmo0963	lmo0963,4,100.00,915/915,DNA
cgmlst-lmo0965	lmo0965,3,100.00,585/585,DNA
cgmlst-lmo0966	lmo0966,5,100.00,468/468,DNA
cgmlst-lmo0967	lmo0967,4,100.00,669/669,DNA
cgmlst-lmo0969	lmo0969,4,100.00,891/891,DNA
cgmlst-lmo0970	lmo0970,5,100.00,789/789,DNA
cgmlst-lmo0972	lmo0972,2,100.00,237/237,DNA
cgmlst-lmo0973	lmo0973,4,100.00,1185/1185,DNA
cgmlst-lmo0975	lmo0975,4,100.00,675/675,DNA
cgmlst-lmo0976	lmo0976,18,100.00,429/429,DNA
cgmlst-lmo0977	lmo0977,3,100.00,750/750,DNA
cgmlst-lmo0978	lmo0978,2,100.00,1020/1020,DNA
cgmlst-lmo0979	lmo0979,3,100.00,765/765,DNA
cgmlst-lmo0980	lmo0980,2,100.00,753/753,DNA
cgmlst-lmo0983	lmo0983,2,100.00,480/480,DNA
cgmlst-lmo0984	lmo0984,2,100.00,456/456,DNA
cgmlst-lmo0985	lmo0985,5,100.00,429/429,DNA
cgmlst-lmo0986	lmo0986,12,100.00,912/912,DNA
cgmlst-lmo0988	lmo0988,5,100.00,1569/1569,DNA
cgmlst-lmo0989	lmo0989,6,100.00,426/426,DNA
cgmlst-lmo0991	lmo0991,4,100.00,768/768,DNA
cgmlst-lmo0992	lmo0992,3,100.00,768/768,DNA
cgmlst-lmo0993	lmo0993,23,100.00,1338/1338,DNA
cgmlst-lmo0994	lmo0994,2,100.00,369/369,DNA
cgmlst-lmo0996	lmo0996,5,100.00,480/480,DNA
cgmlst-lmo0997	lmo0997,6,100.00,2169/2169,DNA
cgmlst-lmo0999	lmo0999,3,100.00,792/792,DNA
cgmlst-lmo1000	lmo1000,3,100.00,1473/1473,DNA
cgmlst-lmo1002	lmo1002,2,100.00,267/267,DNA
cgmlst-lmo1003	lmo1003,2,100.00,1719/1719,DNA
cgmlst-lmo1005	lmo1005,2,100.00,861/861,DNA
cgmlst-lmo1006	lmo1006,4,100.00,1146/1146,DNA
cgmlst-lmo1007	lmo1007,2,100.00,222/222,DNA
cgmlst-lmo1008	lmo1008,2,100.00,234/234,DNA
cgmlst-lmo1009	lmo1009,2,100.00,453/453,DNA
cgmlst-lmo1010	lmo1010,2,100.00,879/879,DNA
cgmlst-lmo1011	lmo1011,3,100.00,711/711,DNA
cgmlst-lmo1012	lmo1012,6,100.00,1116/1116,DNA
cgmlst-lmo1013	lmo1013,4,100.00,846/846,DNA
cgmlst-lmo1014	lmo1014,3,100.00,1194/1194,DNA
cgmlst-lmo1016	lmo1016,6,100.00,903/903,DNA
cgmlst-lmo1017	lmo1017,2,100.00,492/492,DNA
cgmlst-lmo1018	lmo1018,5,100.00,696/696,DNA
cgmlst-lmo1019	lmo1019,2,100.00,873/873,DNA
cgmlst-lmo1020	lmo1020,3,100.00,714/714,DNA
cgmlst-lmo1021	lmo1021,3,100.00,1059/1059,DNA
cgmlst-lmo1022	lmo1022,3,100.00,639/639,DNA
cgmlst-lmo1025	lmo1025,2,99.88,852/852,DNA
cgmlst-lmo1026	lmo1026,3,100.00,966/966,DNA
cgmlst-lmo1027	lmo1027,2,100.00,1668/1668,DNA
cgmlst-lmo1028	lmo1028,2,100.00,210/210,DNA
cgmlst-lmo1029	lmo1029,2,100.00,771/771,DNA
cgmlst-lmo1038	lmo1038,5,100.00,582/582,DNA
cgmlst-lmo1039	lmo1039,6,100.00,663/663,DNA
cgmlst-lmo1040	lmo1040,2,100.00,672/672,DNA
cgmlst-lmo1041	lmo1041,3,100.00,771/771,DNA
cgmlst-lmo1042	lmo1042,221,100.00,1224/1224,DNA
cgmlst-lmo1044	lmo1044,4,100.00,423/423,DNA
cgmlst-lmo1045	lmo1045,2,100.00,249/249,DNA
cgmlst-lmo1046	lmo1046,2,100.00,483/483,DNA
cgmlst-lmo1047	lmo1047,6,100.00,1002/1002,DNA
cgmlst-lmo1048	lmo1048,2,100.00,489/489,DNA
cgmlst-lmo1049	lmo1049,6,100.00,999/999,DNA
cgmlst-lmo1051	lmo1051,5,100.00,552/552,DNA
cgmlst-lmo1052	lmo1052,3,100.00,1116/1116,DNA
cgmlst-lmo1053	lmo1053,2,100.00,978/978,DNA
cgmlst-lmo1054	lmo1054,2,100.00,1635/1635,DNA
cgmlst-lmo1058	lmo1058,2,100.00,273/273,DNA
cgmlst-lmo1059	lmo1059,2,100.00,531/531,DNA
cgmlst-lmo1064	lmo1064,2,100.00,945/945,DNA
cgmlst-lmo1065	lmo1065,2,100.00,615/615,DNA
cgmlst-lmo1067	lmo1067,4,100.00,1839/1839,DNA
cgmlst-lmo1070	lmo1070,2,100.00,282/282,DNA
cgmlst-lmo1071	lmo1071,2,100.00,1203/1203,DNA
cgmlst-lmo1072	lmo1072,6,100.00,3441/3441,DNA
cgmlst-lmo1073	lmo1073,24,100.00,894/894,DNA
cgmlst-lmo1074	lmo1074,2,100.00,804/804,DNA
cgmlst-lmo1075	lmo1075,9,100.00,1008/1008,DNA
cgmlst-lmo1089	lmo1089,10,100.00,384/384,DNA
cgmlst-lmo1092	lmo1092,5,100.00,1491/1491,DNA
cgmlst-lmo1093	lmo1093,4,100.00,825/825,DNA
cgmlst-lmo1094	lmo1094,2,100.00,309/309,DNA
cgmlst-lmo1095	lmo1095,3,100.00,405/405,DNA
cgmlst-lmo1096	lmo1096,6,100.00,1557/1557,DNA
cgmlst-lmo1126	lmo1126,18,100.00,444/444,DNA
cgmlst-lmo1131	lmo1131,6,100.00,1716/1716,DNA
cgmlst-lmo1132	lmo1132,6,100.00,1647/1647,DNA
cgmlst-lmo1133	lmo1133,6,100.00,309/309,DNA
cgmlst-lmo1135	lmo1135,37,100.00,1140/1140,DNA
cgmlst-lmo1137	lmo1137,5,100.00,348/348,DNA
cgmlst-lmo1138	lmo1138,2,100.00,573/573,DNA
cgmlst-lmo1140	lmo1140,2,100.00,408/408,DNA
cgmlst-lmo1141	lmo1141,2,100.00,480/480,DNA
cgmlst-lmo1142	lmo1142,2,100.00,1365/1365,DNA
cgmlst-lmo1143	lmo1143,2,100.00,555/555,DNA
cgmlst-lmo1144	lmo1144,2,100.00,351/351,DNA
cgmlst-lmo1145	lmo1145,2,100.00,432/432,DNA
cgmlst-lmo1146	lmo1146,19,100.00,744/744,DNA
cgmlst-lmo1147	lmo1147,2,100.00,558/558,DNA
cgmlst-lmo1149	lmo1149,2,100.00,576/576,DNA
cgmlst-lmo1150	lmo1150,2,100.00,885/885,DNA
cgmlst-lmo1152	lmo1152,4,100.00,702/702,DNA
cgmlst-lmo1153	lmo1153,3,100.00,1665/1665,DNA
cgmlst-lmo1154	lmo1154,2,100.00,660/660,DNA
cgmlst-lmo1155	lmo1155,4,100.00,513/513,DNA
cgmlst-lmo1156	lmo1156,3,100.00,1821/1821,DNA
cgmlst-lmo1157	lmo1157,3,100.00,348/348,DNA
cgmlst-lmo1158	lmo1158,5,100.00,438/438,DNA
cgmlst-lmo1160	lmo1160,2,100.00,636/636,DNA
cgmlst-lmo1161	lmo1161,2,100.00,840/840,DNA
cgmlst-lmo1162	lmo1162,2,100.00,480/480,DNA
cgmlst-lmo1163	lmo1163,2,100.00,264/264,DNA
cgmlst-lmo1164	lmo1164,6,100.00,996/996,DNA
cgmlst-lmo1166	lmo1166,6,100.00,1119/1119,DNA
cgmlst-lmo1167	lmo1167,6,100.00,705/705,DNA
cgmlst-lmo1169	lmo1169,2,100.00,1086/1086,DNA
cgmlst-lmo1170	lmo1170,4,100.00,876/876,DNA
cgmlst-lmo1171	lmo1171,4,100.00,1140/1140,DNA
cgmlst-lmo1172	lmo1172,3,100.00,582/582,DNA
cgmlst-lmo1174	lmo1174,4,100.00,1422/1422,DNA
cgmlst-lmo1175	lmo1175,5,100.00,1365/1365,DNA
cgmlst-lmo1176	lmo1176,2,100.00,882/882,DNA
cgmlst-lmo1177	lmo1177,5,100.00,654/654,DNA
cgmlst-lmo1178	lmo1178,2,100.00,522/522,DNA
cgmlst-lmo1179	lmo1179,6,100.00,1461/1461,DNA
cgmlst-lmo1181	lmo1181,5,100.00,756/756,DNA
cgmlst-lmo1182	lmo1182,2,100.00,642/642,DNA
cgmlst-lmo1183	lmo1183,2,100.00,573/573,DNA
cgmlst-lmo1184	lmo1184,2,100.00,270/270,DNA
cgmlst-lmo1185	lmo1185,2,100.00,546/546,DNA
cgmlst-lmo1187	lmo1187,2,100.00,444/444,DNA
cgmlst-lmo1190	lmo1190,2,100.00,495/495,DNA
cgmlst-lmo1191	lmo1191,2,100.00,1359/1359,DNA
cgmlst-lmo1192	lmo1192,5,100.00,948/948,DNA
cgmlst-lmo1193	lmo1193,2,100.00,633/633,DNA
cgmlst-lmo1194	lmo1194,2,100.00,1122/1122,DNA
cgmlst-lmo1195	lmo1195,2,100.00,597/597,DNA
cgmlst-lmo1196	lmo1196,2,100.00,570/570,DNA
cgmlst-lmo1198	lmo1198,5,100.00,1032/1032,DNA
cgmlst-lmo1199	lmo1199,6,100.00,726/726,DNA
cgmlst-lmo1200	lmo1200,4,100.00,753/753,DNA
cgmlst-lmo1201	lmo1201,6,100.00,1482/1482,DNA
cgmlst-lmo1202	lmo1202,2,100.00,786/786,DNA
cgmlst-lmo1203	lmo1203,3,100.00,711/711,DNA
cgmlst-lmo1204	lmo1204,3,100.00,651/651,DNA
cgmlst-lmo1205	lmo1205,2,100.00,297/297,DNA
cgmlst-lmo1206	lmo1206,6,100.00,678/678,DNA
cgmlst-lmo1209	lmo1209,3,100.00,567/567,DNA
cgmlst-lmo1210	lmo1210,3,100.00,468/468,DNA
cgmlst-lmo1211	lmo1211,3,100.00,450/450,DNA
cgmlst-lmo1212	lmo1212,6,100.00,531/531,DNA
cgmlst-lmo1215	lmo1215,2,100.00,747/747,DNA
cgmlst-lmo1216	lmo1216,2,100.00,987/987,DNA
cgmlst-lmo1217	lmo1217,2,100.00,1080/1080,DNA
cgmlst-lmo1219	lmo1219,2,100.00,360/360,DNA
cgmlst-lmo1220	lmo1220,2,100.00,324/324,DNA
cgmlst-lmo1221	lmo1221,2,100.00,1053/1053,DNA
cgmlst-lmo1222	lmo1222,355,100.00,2409/2409,DNA
cgmlst-lmo1225	lmo1225,2,100.00,453/453,DNA
cgmlst-lmo1227	lmo1227,2,100.00,675/675,DNA
cgmlst-lmo1228	lmo1228,5,100.00,882/882,DNA
cgmlst-lmo1230	lmo1230,4,100.00,543/543,DNA
cgmlst-lmo1231	lmo1231,6,100.00,1713/1713,DNA
cgmlst-lmo1232	lmo1232,6,100.00,2358/2358,DNA
cgmlst-lmo1233	lmo1233,4,100.00,312/312,DNA
cgmlst-lmo1236	lmo1236,2,100.00,495/495,DNA
cgmlst-lmo1238	lmo1238,2,100.00,747/747,DNA
cgmlst-lmo1239	lmo1239,2,100.00,612/612,DNA
cgmlst-lmo1242	lmo1242,2,100.00,594/594,DNA
cgmlst-lmo1245	lmo1245,2,100.00,261/261,DNA
cgmlst-lmo1246	lmo1246,4,100.00,1413/1413,DNA
cgmlst-lmo1247	lmo1247,2,100.00,264/264,DNA
cgmlst-lmo1248	lmo1248,5,100.00,477/477,DNA
cgmlst-lmo1249	lmo1249,2,100.00,246/246,DNA
cgmlst-lmo1250	lmo1250,6,100.00,1206/1206,DNA
cgmlst-lmo1252	lmo1252,3,100.00,849/849,DNA
cgmlst-lmo1253	lmo1253,2,100.00,714/714,DNA
cgmlst-lmo1254	lmo1254,4,100.00,1647/1647,DNA
cgmlst-lmo1257	lmo1257,2,100.00,465/465,DNA
cgmlst-lmo1258	lmo1258,11,100.00,915/915,DNA
cgmlst-lmo1260	lmo1260,5,100.00,831/831,DNA
cgmlst-lmo1261	lmo1261,6,100.00,1140/1140,DNA
cgmlst-lmo1262	lmo1262,2,100.00,396/396,DNA
cgmlst-lmo1267	lmo1267,2,100.00,1284/1284,DNA
cgmlst-lmo1268	lmo1268,5,100.00,1260/1260,DNA
cgmlst-lmo1269	lmo1269,2,100.00,567/567,DNA
cgmlst-lmo1270	lmo1270,4,100.00,570/570,DNA
cgmlst-lmo1271	lmo1271,2,100.00,543/543,DNA
cgmlst-lmo1272	lmo1272,2,100.00,864/864,DNA
cgmlst-lmo1273	lmo1273,2,100.00,786/786,DNA
cgmlst-lmo1274	lmo1274,5,100.00,861/861,DNA
cgmlst-lmo1286	lmo1286,4,100.00,1968/1968,DNA
cgmlst-lmo1288	lmo1288,2,100.00,468/468,DNA
cgmlst-lmo1291	lmo1291,5,100.00,1887/1887,DNA
cgmlst-lmo1292	lmo1292,4,100.00,699/699,DNA
cgmlst-lmo1293	lmo1293,6,100.00,1677/1677,DNA
cgmlst-lmo1294	lmo1294,2,100.00,918/918,DNA
cgmlst-lmo1295	lmo1295,2,100.00,234/234,DNA
cgmlst-lmo1297	lmo1297,4,100.00,1227/1227,DNA
cgmlst-lmo1298	lmo1298,2,100.00,369/369,DNA
cgmlst-lmo1301	lmo1301,10,100.00,525/525,DNA
cgmlst-lmo1302	lmo1302,5,100.00,615/615,DNA
cgmlst-lmo1303	lmo1303,4,100.00,330/330,DNA
cgmlst-lmo1304	lmo1304,4,100.00,228/228,DNA
cgmlst-lmo1306	lmo1306,2,100.00,240/240,DNA
cgmlst-lmo1309	lmo1309,2,100.00,507/507,DNA
cgmlst-lmo1310	lmo1310,2,100.00,1305/1305,DNA
cgmlst-lmo1313	lmo1313,3,100.00,729/729,DNA
cgmlst-lmo1314	lmo1314,3,100.00,558/558,DNA
cgmlst-lmo1315	lmo1315,4,100.00,759/759,DNA
cgmlst-lmo1317	lmo1317,5,100.00,1143/1143,DNA
cgmlst-lmo1319	lmo1319,3,100.00,1707/1707,DNA
cgmlst-lmo1322	lmo1322,5,100.00,1119/1119,DNA
cgmlst-lmo1323	lmo1323,2,100.00,285/285,DNA
cgmlst-lmo1324	lmo1324,2,100.00,300/300,DNA
cgmlst-lmo1325	lmo1325,6,100.00,2349/2349,DNA
cgmlst-lmo1326	lmo1326,2,100.00,279/279,DNA
cgmlst-lmo1327	lmo1327,2,100.00,345/345,DNA
cgmlst-lmo1329	lmo1329,2,100.00,945/945,DNA
cgmlst-lmo1330	lmo1330,2,100.00,270/270,DNA
cgmlst-lmo1331	lmo1331,6,100.00,2172/2172,DNA
cgmlst-lmo1332	lmo1332,5,100.00,1041/1041,DNA
cgmlst-lmo1335	lmo1335,1,100.00,150/150,DNA
cgmlst-lmo1337	lmo1337,4,100.00,1539/1539,DNA
cgmlst-lmo1338	lmo1338,2,100.00,213/213,DNA
cgmlst-lmo1339	lmo1339,2,100.00,969/969,DNA
cgmlst-lmo1341	lmo1341,2,100.00,318/318,DNA
cgmlst-lmo1342	lmo1342,2,100.00,468/468,DNA
cgmlst-lmo1344	lmo1344,14,100.00,423/423,DNA
cgmlst-lmo1347	lmo1347,2,100.00,1023/1023,DNA
cgmlst-lmo1348	lmo1348,2,100.00,1089/1089,DNA
cgmlst-lmo1349	lmo1349,2,100.00,1347/1347,DNA
cgmlst-lmo1350	lmo1350,6,100.00,1467/1467,DNA
cgmlst-lmo1351	lmo1351,2,100.00,381/381,DNA
cgmlst-lmo1352	lmo1352,2,100.00,273/273,DNA
cgmlst-lmo1354	lmo1354,177,100.00,1062/1062,DNA
cgmlst-lmo1355	lmo1355,2,100.00,558/558,DNA
cgmlst-lmo1356	lmo1356,6,100.00,480/480,DNA
cgmlst-lmo1357	lmo1357,6,100.00,1365/1365,DNA
cgmlst-lmo1358	lmo1358,3,100.00,408/408,DNA
cgmlst-lmo1359	lmo1359,2,100.00,387/387,DNA
cgmlst-lmo1360	lmo1360,3,100.00,855/855,DNA
cgmlst-lmo1361	lmo1361,6,100.00,1353/1353,DNA
cgmlst-lmo1362	lmo1362,2,100.00,228/228,DNA
cgmlst-lmo1363	lmo1363,6,100.00,882/882,DNA
cgmlst-lmo1365	lmo1365,4,100.00,1830/1830,DNA
cgmlst-lmo1366	lmo1366,5,100.00,825/825,DNA
cgmlst-lmo1367	lmo1367,2,100.00,450/450,DNA
cgmlst-lmo1369	lmo1369,3,100.00,867/867,DNA
cgmlst-lmo1370	lmo1370,3,100.00,1068/1068,DNA
cgmlst-lmo1372	lmo1372,3,100.00,996/996,DNA
cgmlst-lmo1373	lmo1373,3,100.00,984/984,DNA
cgmlst-lmo1374	lmo1374,6,100.00,1251/1251,DNA
cgmlst-lmo1375	lmo1375,5,100.00,1098/1098,DNA
cgmlst-lmo1376	lmo1376,3,100.00,1419/1419,DNA
cgmlst-lmo1377	lmo1377,4,100.00,681/681,DNA
cgmlst-lmo1378	lmo1378,6,100.00,1452/1452,DNA
cgmlst-lmo1379	lmo1379,4,100.00,828/828,DNA
cgmlst-lmo1381	lmo1381,2,100.00,282/282,DNA
cgmlst-lmo1383	lmo1383,5,100.00,1077/1077,DNA
cgmlst-lmo1385	lmo1385,2,100.00,927/927,DNA
cgmlst-lmo1386	lmo1386,6,100.00,2274/2274,DNA
cgmlst-lmo1387	lmo1387,4,100.00,840/840,DNA
cgmlst-lmo1388	lmo1388,3,100.00,1074/1074,DNA
cgmlst-lmo1390	lmo1390,6,100.00,1053/1053,DNA
cgmlst-lmo1391	lmo1391,5,100.00,951/951,DNA
cgmlst-lmo1392	lmo1392,47,100.00,1293/1293,DNA
cgmlst-lmo1393	lmo1393,6,100.00,1287/1287,DNA
cgmlst-lmo1394	lmo1394,3,100.00,732/732,DNA
cgmlst-lmo1396	lmo1396,2,100.00,579/579,DNA
cgmlst-lmo1397	lmo1397,4,100.00,1245/1245,DNA
cgmlst-lmo1399	lmo1399,2,100.00,1563/1563,DNA
cgmlst-lmo1400	lmo1400,3,100.00,498/498,DNA
cgmlst-lmo1401	lmo1401,5,100.00,804/804,DNA
cgmlst-lmo1402	lmo1402,5,100.00,363/363,DNA
cgmlst-lmo1404	lmo1404,6,100.00,1812/1812,DNA
cgmlst-lmo1406	lmo1406,5,100.00,2232/2232,DNA
cgmlst-lmo1407	lmo1407,2,100.00,747/747,DNA
cgmlst-lmo1408	lmo1408,2,100.00,531/531,DNA
cgmlst-lmo1409	lmo1409,2,100.00,1194/1194,DNA
cgmlst-lmo1413	lmo1413,2,100.00,1323/1323,DNA
cgmlst-lmo1415	lmo1415,4,100.00,1167/1167,DNA
cgmlst-lmo1416	lmo1416,3,100.00,600/600,DNA
cgmlst-lmo1418	lmo1418,4,100.00,1269/1269,DNA
cgmlst-lmo1419	lmo1419,4,100.00,1038/1038,DNA
cgmlst-lmo1422	lmo1422,4,100.00,1515/1515,DNA
cgmlst-lmo1423	lmo1423,5,100.00,831/831,DNA
cgmlst-lmo1424	lmo1424,6,100.00,1347/1347,DNA
cgmlst-lmo1425	lmo1425,4,100.00,672/672,DNA
cgmlst-lmo1426	lmo1426,6,100.00,927/927,DNA
cgmlst-lmo1428	lmo1428,3,100.00,1194/1194,DNA
cgmlst-lmo1429	lmo1429,5,100.00,561/561,DNA
cgmlst-lmo1430	lmo1430,2,100.00,384/384,DNA
cgmlst-lmo1433	lmo1433,6,100.00,1341/1341,DNA
cgmlst-lmo1434	lmo1434,5,100.00,1668/1668,DNA
cgmlst-lmo1435	lmo1435,2,100.00,882/882,DNA
cgmlst-lmo1436	lmo1436,6,100.00,1212/1212,DNA
cgmlst-lmo1438	lmo1438,5,100.00,2166/2166,DNA
cgmlst-lmo1439	lmo1439,2,100.00,609/609,DNA
cgmlst-lmo1440	lmo1440,4,100.00,801/801,DNA
cgmlst-lmo1443	lmo1443,3,100.00,327/327,DNA
cgmlst-lmo1444	lmo1444,4,100.00,885/885,DNA
cgmlst-lmo1445	lmo1445,3,100.00,426/426,DNA
cgmlst-lmo1446	lmo1446,5,100.00,879/879,DNA
cgmlst-lmo1447	lmo1447,3,100.00,774/774,DNA
cgmlst-lmo1448	lmo1448,4,100.00,927/927,DNA
cgmlst-lmo1449	lmo1449,5,100.00,894/894,DNA
cgmlst-lmo1450	lmo1450,5,100.00,1308/1308,DNA
cgmlst-lmo1453	lmo1453,3,100.00,705/705,DNA
cgmlst-lmo1454	lmo1454,5,100.00,1125/1125,DNA
cgmlst-lmo1455	lmo1455,5,100.00,1881/1881,DNA
cgmlst-lmo1456	lmo1456,3,100.00,441/441,DNA
cgmlst-lmo1457	lmo1457,5,100.00,825/825,DNA
cgmlst-lmo1458	lmo1458,3,100.00,2067/2067,DNA
cgmlst-lmo1459	lmo1459,4,100.00,891/891,DNA
cgmlst-lmo1460	lmo1460,3,100.00,768/768,DNA
cgmlst-lmo1461	lmo1461,3,100.00,630/630,DNA
cgmlst-lmo1462	lmo1462,2,100.00,906/906,DNA
cgmlst-lmo1463	lmo1463,2,100.00,396/396,DNA
cgmlst-lmo1464	lmo1464,2,100.00,396/396,DNA
cgmlst-lmo1465	lmo1465,5,100.00,486/486,DNA
cgmlst-lmo1466	lmo1466,5,100.00,2157/2157,DNA
cgmlst-lmo1467	lmo1467,2,100.00,960/960,DNA
cgmlst-lmo1468	lmo1468,2,100.00,447/447,DNA
