pipeline_name	Neisseria pipeline
cgmlst-NEIS0967	NEIS0967,14,100.00,543/543,DNA
cgmlst-NEIS0969	NEIS0969,1,100.00,138/138,DNA
cgmlst-NEIS0970	NEIS0970,1,100.00,237/237,DNA
cgmlst-NEIS0971	NEIS0971,69,100.00,411/411,DNA
cgmlst-NEIS0973	NEIS0973,1,100.00,171/171,DNA
cgmlst-NEIS0974	NEIS0974,16,100.00,219/219,DNA
cgmlst-NEIS0975	NEIS0975,7,100.00,339/339,DNA
cgmlst-NEIS0978	NEIS0978,31,100.00,1788/1788,DNA
cgmlst-NEIS0980	NEIS0980,10,100.00,207/207,DNA
cgmlst-NEIS0981	NEIS0981,35,100.00,1092/1092,DNA
cgmlst-NEIS0982	NEIS0982,118,100.00,549/549,DNA
cgmlst-NEIS0983	NEIS0983,3,100.00,372/372,DNA
cgmlst-NEIS0984	NEIS0984,76,100.00,1692/1692,DNA
cgmlst-NEIS0985	NEIS0985,839,100.00,3921/3921,DNA
cgmlst-NEIS0986	NEIS0986,9,100.00,1002/1002,DNA
cgmlst-NEIS0989	NEIS0989,6,100.00,264/264,DNA
cgmlst-NEIS0992	NEIS0992,8,100.00,576/576,DNA
cgmlst-NEIS0993	NEIS0993,-,-,-,DNA
cgmlst-NEIS0995	NEIS0995,-,-,-,DNA
cgmlst-NEIS0996	NEIS0996,-,-,-,DNA
cgmlst-NEIS1002	NEIS1002,4,100.00,504/504,DNA
cgmlst-NEIS1005	NEIS1005,24,100.00,411/411,DNA
cgmlst-NEIS1007	NEIS1007,5,100.00,606/606,DNA
cgmlst-NEIS1009	NEIS1009,101,100.00,1056/1056,DNA
cgmlst-NEIS1010	NEIS1010,19,100.00,483/483,DNA
cgmlst-NEIS1011	NEIS1011,168,100.00,1137/1137,DNA
cgmlst-NEIS1012	NEIS1012,1,100.00,546/546,DNA
cgmlst-NEIS1013	NEIS1013,49,100.00,1476/1476,DNA
cgmlst-NEIS1015	NEIS1015,43,100.00,1911/1911,DNA
cgmlst-NEIS1016	NEIS1016,7,100.00,645/645,DNA
cgmlst-NEIS1017	NEIS1017,36,100.00,1251/1251,DNA
cgmlst-NEIS1018	NEIS1018,6,100.00,1776/1776,DNA
cgmlst-NEIS1020	NEIS1020,1,100.00,228/228,DNA
cgmlst-NEIS1021	NEIS1021,47,100.00,219/219,DNA
cgmlst-NEIS1022	NEIS1022,86,100.00,975/975,DNA
cgmlst-NEIS1024	NEIS1024,4,100.00,846/846,DNA
cgmlst-NEIS1026	NEIS1026,33,100.00,603/603,DNA
cgmlst-NEIS1027	NEIS1027,123,100.00,357/357,DNA
cgmlst-NEIS1028	NEIS1028,13,100.00,537/537,DNA
cgmlst-NEIS1029	NEIS1029,207,100.00,360/360,DNA
cgmlst-NEIS1030	NEIS1030,18,100.00,681/681,DNA
cgmlst-NEIS1031	NEIS1031,805,100.00,3033/3033,DNA
cgmlst-NEIS1032	NEIS1032,158,100.00,1263/1263,DNA
cgmlst-NEIS1033	NEIS1033,1,100.00,1110/1110,DNA
cgmlst-NEIS1034	NEIS1034,269,100.00,1554/1554,DNA
cgmlst-NEIS1035	NEIS1035,96,100.00,663/663,DNA
cgmlst-NEIS1036	NEIS1036,10,100.00,852/852,DNA
cgmlst-NEIS1037	NEIS1037,84,100.00,1131/1131,DNA
cgmlst-NEIS1038	NEIS1038,52,100.00,897/897,DNA
cgmlst-NEIS1039	NEIS1039,42,100.00,669/669,DNA
cgmlst-NEIS1040	NEIS1040,15,100.00,732/732,DNA
cgmlst-NEIS1041	NEIS1041,14,97.03,606/618,DNA
cgmlst-NEIS1058	NEIS1058,-,-,-,DNA
cgmlst-NEIS1059	NEIS1059,-,-,-,DNA
cgmlst-NEIS1060	NEIS1060,-,-,-,DNA
cgmlst-NEIS1062	NEIS1062,29,99.48,1150/1150,DNA
cgmlst-NEIS1063	NEIS1063,1,100.00,648/648,DNA
cgmlst-NEIS1065	NEIS1065,2,100.00,372/372,DNA
cgmlst-NEIS1066	NEIS1066,11,100.00,672/672,DNA
cgmlst-NEIS1067	NEIS1067,17,100.00,720/720,DNA
cgmlst-NEIS1068	NEIS1068,171,100.00,1314/1314,DNA
cgmlst-NEIS1069	NEIS1069,120,100.00,873/873,DNA
cgmlst-NEIS1070	NEIS1070,251,100.00,2010/2010,DNA
cgmlst-NEIS1071	NEIS1071,75,100.00,564/564,DNA
cgmlst-NEIS1072	NEIS1072,1,100.00,516/516,DNA
cgmlst-NEIS1073	NEIS1073,118,100.00,342/342,DNA
cgmlst-NEIS1074	NEIS1074,433,97.48,555/555,DNA
cgmlst-NEIS1076	NEIS1076,10,100.00,198/198,DNA
cgmlst-NEIS1077	NEIS1077,15,100.00,402/402,DNA
cgmlst-NEIS1078	NEIS1078,179,100.00,960/960,DNA
cgmlst-NEIS1080	NEIS1080,24,100.00,1338/1338,DNA
cgmlst-NEIS1081	NEIS1081,151,100.00,786/786,DNA
cgmlst-NEIS1082	NEIS1082,52,100.00,237/237,DNA
cgmlst-NEIS1083	NEIS1083,?,-,-,DNA
cgmlst-NEIS1084	NEIS1084,2,100.00,306/306,DNA
cgmlst-NEIS1085	NEIS1085,42,100.00,1377/1377,DNA
cgmlst-NEIS1087	NEIS1087,119,100.00,1251/1251,DNA
cgmlst-NEIS1088	NEIS1088,291,96.86,636/636,DNA
cgmlst-NEIS1089	NEIS1089,15,100.00,240/240,DNA
cgmlst-NEIS1090	NEIS1090,272,100.00,1860/1860,DNA
cgmlst-NEIS1091	NEIS1091,201,100.00,1770/1770,DNA
cgmlst-NEIS1092	NEIS1092,100,100.00,1833/1833,DNA
cgmlst-NEIS1093	NEIS1093,123,100.00,1287/1287,DNA
cgmlst-NEIS1094	NEIS1094,131,100.00,924/924,DNA
cgmlst-NEIS1095	NEIS1095,5,100.00,741/741,DNA
cgmlst-NEIS1096	NEIS1096,202,100.00,1452/1452,DNA
cgmlst-NEIS1097	NEIS1097,29,100.00,657/657,DNA
cgmlst-NEIS1098	NEIS1098,89,100.00,891/891,DNA
cgmlst-NEIS1099	NEIS1099,265,100.00,1812/1812,DNA
cgmlst-NEIS1102	NEIS1102,1,100.00,2376/2376,DNA
cgmlst-NEIS1103	NEIS1103,234,100.00,1464/1464,DNA
cgmlst-NEIS1104	NEIS1104,65,100.00,2559/2559,DNA
cgmlst-NEIS1106	NEIS1106,2,100.00,321/321,DNA
cgmlst-NEIS1107	NEIS1107,62,100.00,474/474,DNA
cgmlst-NEIS1108	NEIS1108,65,100.00,465/465,DNA
cgmlst-NEIS1110	NEIS1110,133,100.00,1071/1071,DNA
cgmlst-NEIS1111	NEIS1111,27,100.00,573/573,DNA
cgmlst-NEIS1112	NEIS1112,14,100.00,276/276,DNA
cgmlst-NEIS1113	NEIS1113,40,100.00,1071/1071,DNA
cgmlst-NEIS1114	NEIS1114,39,100.00,948/948,DNA
cgmlst-NEIS1115	NEIS1115,13,100.00,420/420,DNA
cgmlst-NEIS1116	NEIS1116,45,100.00,660/660,DNA
cgmlst-NEIS1124	NEIS1124,11,100.00,402/402,DNA
cgmlst-NEIS1125	NEIS1125,10,100.00,516/516,DNA
cgmlst-NEIS1126	NEIS1126,266,100.00,1923/1923,DNA
cgmlst-NEIS1127	NEIS1127,6,100.00,432/432,DNA
cgmlst-NEIS1128	NEIS1128,212,100.00,1308/1308,DNA
cgmlst-NEIS1129	NEIS1129,4,100.00,435/435,DNA
cgmlst-NEIS1130	NEIS1130,5,100.00,270/270,DNA
cgmlst-NEIS1131	NEIS1131,3,100.00,2451/2451,DNA
cgmlst-NEIS1132	NEIS1132,5,100.00,996/996,DNA
cgmlst-NEIS1133	NEIS1133,103,100.00,1746/1746,DNA
cgmlst-NEIS1134	NEIS1134,160,100.00,696/696,DNA
cgmlst-NEIS1135	NEIS1135,233,100.00,1248/1248,DNA
cgmlst-NEIS1136	NEIS1136,5,100.00,291/291,DNA
cgmlst-NEIS1137	NEIS1137,14,100.00,621/621,DNA
cgmlst-NEIS1138	NEIS1138,244,100.00,1539/1539,DNA
cgmlst-NEIS1139	NEIS1139,9,100.00,375/375,DNA
cgmlst-NEIS1140	NEIS1140,85,100.00,1629/1629,DNA
cgmlst-NEIS1142	NEIS1142,159,100.00,1254/1254,DNA
cgmlst-NEIS1143	NEIS1143,20,100.00,309/309,DNA
cgmlst-NEIS1144	NEIS1144,1,100.00,1032/1032,DNA
cgmlst-NEIS1145	NEIS1145,57,100.00,729/729,DNA
cgmlst-NEIS1146	NEIS1146,4,100.00,435/435,DNA
cgmlst-NEIS1147	NEIS1147,13,100.00,864/864,DNA
cgmlst-NEIS1148	NEIS1148,5,100.00,618/618,DNA
cgmlst-NEIS1149	NEIS1149,3,100.00,579/579,DNA
cgmlst-NEIS1150	NEIS1150,39,100.00,1773/1773,DNA
cgmlst-NEIS1151	NEIS1151,205,100.00,657/657,DNA
cgmlst-NEIS1152	NEIS1152,153,100.00,1035/1035,DNA
cgmlst-NEIS1154	NEIS1154,6,100.00,678/678,DNA
cgmlst-NEIS1155	NEIS1155,6,100.00,594/594,DNA
cgmlst-NEIS1156	NEIS1156,189,99.90,1013/1013,DNA
cgmlst-NEIS1157	NEIS1157,40,100.00,1092/1092,DNA
cgmlst-NEIS1158S	NEIS1158S,?,-,-,DNA
cgmlst-NEIS1159	NEIS1159,182,100.00,1311/1311,DNA
cgmlst-NEIS1162	NEIS1162,2,100.00,954/954,DNA
cgmlst-NEIS1163	NEIS1163,97,100.00,1512/1512,DNA
cgmlst-NEIS1164	NEIS1164,114,100.00,372/372,DNA
cgmlst-NEIS1165	NEIS1165,207,100.00,1410/1410,DNA
cgmlst-NEIS1166	NEIS1166,32,100.00,795/795,DNA
cgmlst-NEIS1168	NEIS1168,79,100.00,777/777,DNA
cgmlst-NEIS1170	NEIS1170,270,100.00,2472/2472,DNA
cgmlst-NEIS1171	NEIS1171,13,100.00,1179/1179,DNA
cgmlst-NEIS1172	NEIS1172,51,100.00,1281/1281,DNA
cgmlst-NEIS1173	NEIS1173,204,100.00,726/726,DNA
cgmlst-NEIS1174	NEIS1174,190,100.00,678/678,DNA
cgmlst-NEIS1175	NEIS1175,251,100.00,1350/1350,DNA
cgmlst-NEIS1176	NEIS1176,446,100.00,1410/1410,DNA
cgmlst-NEIS1178	NEIS1178,1,100.00,306/306,DNA
cgmlst-NEIS1179	NEIS1179,127,100.00,642/642,DNA
cgmlst-NEIS1182	NEIS1182,24,100.00,1071/1071,DNA
cgmlst-NEIS1183	NEIS1183,8,100.00,564/564,DNA
cgmlst-NEIS1185	NEIS1185,22,100.00,1398/1398,DNA
cgmlst-NEIS1186	NEIS1186,41,100.00,876/876,DNA
cgmlst-NEIS1188	NEIS1188,4,100.00,723/723,DNA
cgmlst-NEIS1189	NEIS1189,36,100.00,480/480,DNA
cgmlst-NEIS1190	NEIS1190,2,100.00,363/363,DNA
cgmlst-NEIS1191	NEIS1191,33,100.00,867/867,DNA
cgmlst-NEIS1192	NEIS1192,75,100.00,960/960,DNA
cgmlst-NEIS1195	NEIS1195,121,100.00,555/555,DNA
cgmlst-NEIS1196	NEIS1196,54,100.00,927/927,DNA
cgmlst-NEIS1197	NEIS1197,121,100.00,477/477,DNA
cgmlst-NEIS1198	NEIS1198,12,100.00,558/558,DNA
cgmlst-NEIS1199	NEIS1199,1,100.00,1116/1116,DNA
cgmlst-NEIS1200	NEIS1200,1,100.00,1098/1098,DNA
cgmlst-NEIS1201	NEIS1201,311,97.89,995/1614,DNA
cgmlst-NEIS1202	NEIS1202,9,100.00,213/213,DNA
cgmlst-NEIS1203	NEIS1203,82,100.00,1437/1437,DNA
cgmlst-NEIS1204	NEIS1204,80,100.00,984/984,DNA
cgmlst-NEIS1205	NEIS1205,185,100.00,1194/1194,DNA
cgmlst-NEIS1207	NEIS1207,208,100.00,1593/1593,DNA
cgmlst-NEIS1208	NEIS1208,255,100.00,2028/2028,DNA
cgmlst-NEIS1210	NEIS1210,5,100.00,2007/2007,DNA
cgmlst-NEIS1212	NEIS1212,39,100.00,1110/1110,DNA
cgmlst-NEIS1213	NEIS1213,23,100.00,1554/1554,DNA
cgmlst-NEIS1216	NEIS1216,17,100.00,384/384,DNA
cgmlst-NEIS1218	NEIS1218,35,100.00,843/843,DNA
cgmlst-NEIS1219	NEIS1219,11,100.00,441/441,DNA
cgmlst-NEIS1220	NEIS1220,2,100.00,1287/1287,DNA
cgmlst-NEIS1221	NEIS1221,1,100.00,279/279,DNA
cgmlst-NEIS1222	NEIS1222,3,100.00,291/291,DNA
cgmlst-NEIS1223	NEIS1223,14,100.00,1134/1134,DNA
cgmlst-NEIS1226	NEIS1226,300,100.00,2280/2280,DNA
cgmlst-NEIS1229	NEIS1229,1,100.00,312/312,DNA
cgmlst-NEIS1231	NEIS1231,23,100.00,768/768,DNA
cgmlst-NEIS1232	NEIS1232,516,100.00,843/843,DNA
cgmlst-NEIS1233	NEIS1233,31,100.00,666/666,DNA
cgmlst-NEIS1234	NEIS1234,264,100.00,1977/1977,DNA
cgmlst-NEIS1235	NEIS1235,7,100.00,693/693,DNA
cgmlst-NEIS1236	NEIS1236,134,94.24,1372/1371,DNA
cgmlst-NEIS1237	NEIS1237,7,100.00,657/657,DNA
cgmlst-NEIS1238	NEIS1238,102,100.00,1686/1686,DNA
cgmlst-NEIS1239	NEIS1239,1,100.00,315/315,DNA
cgmlst-NEIS1240	NEIS1240,47,100.00,408/408,DNA
cgmlst-NEIS1241	NEIS1241,147,100.00,1137/1137,DNA
cgmlst-NEIS1242	NEIS1242,2,100.00,828/828,DNA
cgmlst-NEIS1243	NEIS1243,166,100.00,1152/1152,DNA
cgmlst-NEIS1244	NEIS1244,93,100.00,426/426,DNA
cgmlst-NEIS1245	NEIS1245,1,100.00,1095/1095,DNA
cgmlst-NEIS1246	NEIS1246,1,100.00,798/798,DNA
cgmlst-NEIS1247	NEIS1247,193,100.00,1266/1266,DNA
cgmlst-NEIS1248	NEIS1248,131,100.00,615/615,DNA
cgmlst-NEIS1250	NEIS1250,31,100.00,1314/1314,DNA
cgmlst-NEIS1251	NEIS1251,121,100.00,2439/2439,DNA
cgmlst-NEIS1252	NEIS1252,8,100.00,1212/1212,DNA
cgmlst-NEIS1253	NEIS1253,16,100.00,483/483,DNA
cgmlst-NEIS1254	NEIS1254,1,99.75,404/404,DNA
cgmlst-NEIS1255	NEIS1255,41,100.00,747/747,DNA
cgmlst-NEIS1256	NEIS1256,12,100.00,807/807,DNA
cgmlst-NEIS1257	NEIS1257,35,100.00,453/453,DNA
cgmlst-NEIS1258	NEIS1258,1,100.00,231/231,DNA
cgmlst-NEIS1259	NEIS1259,17,100.00,303/303,DNA
cgmlst-NEIS1260	NEIS1260,5,100.00,369/369,DNA
cgmlst-NEIS1261	NEIS1261,35,100.00,951/951,DNA
cgmlst-NEIS1262	NEIS1262,278,100.00,2313/2313,DNA
cgmlst-NEIS1263	NEIS1263,31,100.00,1887/1887,DNA
cgmlst-NEIS1265	NEIS1265,457,99.44,1439/1434,DNA
cgmlst-NEIS1267	NEIS1267,30,100.00,717/717,DNA
cgmlst-NEIS1269	NEIS1269,250,100.00,2028/2028,DNA
cgmlst-NEIS1270	NEIS1270,9,100.00,1485/1485,DNA
cgmlst-NEIS1271	NEIS1271,34,100.00,1791/1791,DNA
cgmlst-NEIS1273	NEIS1273,2,100.00,561/561,DNA
cgmlst-NEIS1274	NEIS1274,1,100.00,549/549,DNA
cgmlst-NEIS1275	NEIS1275,1,100.00,456/456,DNA
cgmlst-NEIS1276	NEIS1276,6,100.00,657/657,DNA
cgmlst-NEIS1277	NEIS1277,33,100.00,1713/1713,DNA
cgmlst-NEIS1278	NEIS1278,55,100.00,2664/2664,DNA
cgmlst-NEIS1279	NEIS1279,?,-,-,DNA
cgmlst-NEIS1280	NEIS1280,297,100.00,1785/1785,DNA
cgmlst-NEIS1281	NEIS1281,459,100.00,1551/1551,DNA
cgmlst-NEIS1283	NEIS1283,7,100.00,786/786,DNA
cgmlst-NEIS1284	NEIS1284,94,100.00,879/879,DNA
cgmlst-NEIS1285	NEIS1285,137,100.00,879/879,DNA
cgmlst-NEIS1286	NEIS1286,24,100.00,1257/1257,DNA
cgmlst-NEIS1287	NEIS1287,7,100.00,435/435,DNA
cgmlst-NEIS1288	NEIS1288,234,100.00,1344/1344,DNA
cgmlst-NEIS1289	NEIS1289,6,100.00,714/714,DNA
cgmlst-NEIS1290	NEIS1290,109,100.00,300/300,DNA
cgmlst-NEIS1291	NEIS1291,268,99.93,1446/1446,DNA
cgmlst-NEIS1292	NEIS1292,4,100.00,933/933,DNA
cgmlst-NEIS1293	NEIS1293,5,100.00,1431/1431,DNA
cgmlst-NEIS1294	NEIS1294,10,100.00,1011/1011,DNA
cgmlst-NEIS1295	NEIS1295,12,100.00,633/633,DNA
cgmlst-NEIS1296	NEIS1296,146,100.00,771/771,DNA
cgmlst-NEIS1297	NEIS1297,17,100.00,1542/1542,DNA
cgmlst-NEIS1298	NEIS1298,226,100.00,1356/1356,DNA
cgmlst-NEIS1299	NEIS1299,14,100.00,822/822,DNA
cgmlst-NEIS1300	NEIS1300,?,-,-,DNA
cgmlst-NEIS1301	NEIS1301,124,100.00,333/333,DNA
cgmlst-NEIS1302	NEIS1302,166,100.00,1065/1065,DNA
cgmlst-NEIS1303	NEIS1303,243,100.00,1389/1389,DNA
cgmlst-NEIS1304	NEIS1304,67,100.00,555/555,DNA
cgmlst-NEIS1305	NEIS1305,15,100.00,561/561,DNA
cgmlst-NEIS1306	NEIS1306,43,100.00,1197/1197,DNA
cgmlst-NEIS1307	NEIS1307,35,100.00,1245/1245,DNA
cgmlst-NEIS1308	NEIS1308,14,100.00,372/372,DNA
cgmlst-NEIS1309	NEIS1309,7,100.00,951/951,DNA
cgmlst-NEIS1311	NEIS1311,16,100.00,2817/2817,DNA
cgmlst-NEIS1312	NEIS1312,192,100.00,1173/1173,DNA
cgmlst-NEIS1314	NEIS1314,19,100.00,447/447,DNA
cgmlst-NEIS1315	NEIS1315,8,100.00,1215/1215,DNA
cgmlst-NEIS1317	NEIS1317,2,100.00,387/387,DNA
cgmlst-NEIS1318	NEIS1318,51,100.00,321/321,DNA
cgmlst-NEIS1319	NEIS1319,1,100.00,501/501,DNA
cgmlst-NEIS1320	NEIS1320,104,100.00,2751/2751,DNA
cgmlst-NEIS1325	NEIS1325,1,100.00,552/552,DNA
cgmlst-NEIS1326	NEIS1326,257,100.00,1647/1647,DNA
cgmlst-NEIS1328	NEIS1328,1,100.00,849/849,DNA
cgmlst-NEIS1329	NEIS1329,102,100.00,987/987,DNA
cgmlst-NEIS1330	NEIS1330,2,100.00,696/696,DNA
cgmlst-NEIS1331	NEIS1331,1,100.00,1446/1446,DNA
cgmlst-NEIS1332	NEIS1332,3,100.00,1836/1836,DNA
cgmlst-NEIS1333	NEIS1333,3,100.00,702/702,DNA
cgmlst-NEIS1336	NEIS1336,16,100.00,1050/1050,DNA
cgmlst-NEIS1338	NEIS1338,1,100.00,183/183,DNA
cgmlst-NEIS1339	NEIS1339,1,100.00,561/561,DNA
cgmlst-NEIS1342	NEIS1342,114,100.00,2229/2229,DNA
cgmlst-NEIS1347	NEIS1347,891,100.00,2604/2604,DNA
cgmlst-NEIS1348	NEIS1348,225,100.00,795/795,DNA
cgmlst-NEIS1351	NEIS1351,159,100.00,870/870,DNA
cgmlst-NEIS1352	NEIS1352,139,100.00,537/537,DNA
cgmlst-NEIS1353	NEIS1353,1,100.00,240/240,DNA
cgmlst-NEIS1354	NEIS1354,202,100.00,1011/1011,DNA
cgmlst-NEIS1355	NEIS1355,120,100.00,1374/1374,DNA
cgmlst-NEIS1357	NEIS1357,13,100.00,1128/1128,DNA
cgmlst-NEIS1361	NEIS1361,210,100.00,1512/1512,DNA
cgmlst-NEIS1362	NEIS1362,125,100.00,1254/1254,DNA
cgmlst-NEIS1363	NEIS1363,287,100.00,1980/1980,DNA
cgmlst-NEIS1364	NEIS1364,484,100.00,1158/1158,DNA
cgmlst-NEIS1365	NEIS1365,27,100.00,477/477,DNA
cgmlst-NEIS1366	NEIS1366,940,100.00,1302/1302,DNA
cgmlst-NEIS1367	NEIS1367,18,100.00,534/534,DNA
cgmlst-NEIS1368	NEIS1368,266,100.00,1578/1578,DNA
cgmlst-NEIS1370	NEIS1370,37,100.00,1497/1497,DNA
cgmlst-NEIS1371	NEIS1371,27,100.00,780/780,DNA
cgmlst-NEIS1372	NEIS1372,66,100.00,702/702,DNA
cgmlst-NEIS1373	NEIS1373,256,100.00,1455/1455,DNA
cgmlst-NEIS1374	NEIS1374,4,100.00,486/486,DNA
cgmlst-NEIS1375	NEIS1375,8,100.00,717/717,DNA
cgmlst-NEIS1376	NEIS1376,189,100.00,669/669,DNA
cgmlst-NEIS1378	NEIS1378,1834,100.00,1977/1977,DNA
cgmlst-NEIS1379	NEIS1379,1030,100.00,2121/2121,DNA
cgmlst-NEIS1380	NEIS1380,5,100.00,336/336,DNA
cgmlst-NEIS1382	NEIS1382,11,100.00,1047/1047,DNA
cgmlst-NEIS1383	NEIS1383,5,100.00,798/798,DNA
cgmlst-NEIS1385	NEIS1385,227,100.00,2016/2016,DNA
cgmlst-NEIS1386	NEIS1386,26,100.00,1059/1059,DNA
cgmlst-NEIS1389	NEIS1389,6,100.00,780/780,DNA
cgmlst-NEIS1391	NEIS1391,232,100.00,1413/1413,DNA
cgmlst-NEIS1392	NEIS1392,24,100.00,1176/1176,DNA
cgmlst-NEIS1393	NEIS1393,19,100.00,549/549,DNA
cgmlst-NEIS1394	NEIS1394,36,100.00,1497/1497,DNA
cgmlst-NEIS1395	NEIS1395,614,100.00,1980/1980,DNA
cgmlst-NEIS1396	NEIS1396,352,100.00,1389/1389,DNA
cgmlst-NEIS1397	NEIS1397,115,100.00,924/924,DNA
cgmlst-NEIS1398	NEIS1398,1,100.00,525/525,DNA
cgmlst-NEIS1400	NEIS1400,7,100.00,1386/1386,DNA
cgmlst-NEIS1401	NEIS1401,1,100.00,624/624,DNA
cgmlst-NEIS1404	NEIS1404,1,100.00,732/732,DNA
cgmlst-NEIS1405	NEIS1405,355,100.00,1509/1509,DNA
cgmlst-NEIS1407	NEIS1407,25,100.00,342/342,DNA
cgmlst-NEIS1408	NEIS1408,272,100.00,1011/1011,DNA
cgmlst-NEIS1409	NEIS1409,43,100.00,2580/2580,DNA
cgmlst-NEIS1410	NEIS1410,36,100.00,1215/1215,DNA
cgmlst-NEIS1411	NEIS1411,2,100.00,210/210,DNA
cgmlst-NEIS1412	NEIS1412,4,100.00,807/807,DNA
cgmlst-NEIS1413	NEIS1413,159,100.00,1266/1266,DNA
cgmlst-NEIS1414	NEIS1414,88,100.00,708/708,DNA
cgmlst-NEIS1415	NEIS1415,68,100.00,462/462,DNA
cgmlst-NEIS1417	NEIS1417,96,100.00,483/483,DNA
cgmlst-NEIS1419	NEIS1419,18,100.00,747/747,DNA
cgmlst-NEIS1420	NEIS1420,26,100.00,1557/1557,DNA
cgmlst-NEIS1422	NEIS1422,17,100.00,789/789,DNA
cgmlst-NEIS1423	NEIS1423,37,100.00,1434/1434,DNA
cgmlst-NEIS1425	NEIS1425,10,100.00,381/381,DNA
cgmlst-NEIS1426	NEIS1426,42,100.00,2082/2082,DNA
cgmlst-NEIS1428	NEIS1428,316,100.00,2769/2769,DNA
cgmlst-NEIS1429	NEIS1429,230,100.00,1218/1218,DNA
cgmlst-NEIS1430	NEIS1430,149,100.00,729/729,DNA
cgmlst-NEIS1431	NEIS1431,150,100.00,465/465,DNA
cgmlst-NEIS1432	NEIS1432,1,100.00,777/777,DNA
cgmlst-NEIS1433	NEIS1433,1,100.00,855/855,DNA
cgmlst-NEIS1435	NEIS1435,134,100.00,1260/1260,DNA
cgmlst-NEIS1436	NEIS1436,303,100.00,1719/1719,DNA
cgmlst-NEIS1437	NEIS1437,250,100.00,1458/1458,DNA
cgmlst-NEIS1438	NEIS1438,1,100.00,747/747,DNA
cgmlst-NEIS1439	NEIS1439,23,100.00,702/702,DNA
cgmlst-NEIS1440	NEIS1440,9,100.00,672/672,DNA
cgmlst-NEIS1441	NEIS1441,114,100.00,483/483,DNA
cgmlst-NEIS1442	NEIS1442,25,100.00,690/690,DNA
cgmlst-NEIS1443	NEIS1443,161,100.00,735/735,DNA
cgmlst-NEIS1444	NEIS1444,177,100.00,1311/1311,DNA
cgmlst-NEIS1445	NEIS1445,1,100.00,189/189,DNA
cgmlst-NEIS1446	NEIS1446,1,100.00,300/300,DNA
cgmlst-NEIS1447	NEIS1447,193,100.00,1227/1227,DNA
cgmlst-NEIS1448	NEIS1448,84,100.00,1806/1806,DNA
cgmlst-NEIS1449	NEIS1449,36,100.00,471/471,DNA
cgmlst-NEIS1450	NEIS1450,63,100.00,828/828,DNA
cgmlst-NEIS1451	NEIS1451,262,100.00,483/483,DNA
cgmlst-NEIS1452	NEIS1452,987,100.00,393/393,DNA
cgmlst-NEIS1453	NEIS1453,133,100.00,1368/1368,DNA
cgmlst-NEIS1455	NEIS1455,1,100.00,453/453,DNA
cgmlst-NEIS1456	NEIS1456,40,100.00,1011/1011,DNA
cgmlst-NEIS1457	NEIS1457,127,100.00,870/870,DNA
cgmlst-NEIS1458	NEIS1458,90,99.70,664/664,DNA
cgmlst-NEIS1459	NEIS1459,211,100.00,1146/1146,DNA
cgmlst-NEIS1460	NEIS1460,193,100.00,621/621,DNA
cgmlst-NEIS1461	NEIS1461,2,100.00,510/510,DNA
cgmlst-NEIS1462	NEIS1462,18,100.00,552/552,DNA
cgmlst-NEIS1464	NEIS1464,341,100.00,2751/2751,DNA
cgmlst-NEIS1465	NEIS1465,35,100.00,1773/1773,DNA
cgmlst-NEIS1466	NEIS1466,61,100.00,1929/1929,DNA
cgmlst-NEIS1468	NEIS1468,695,100.00,2838/2838,DNA
cgmlst-NEIS1471	NEIS1471,315,100.00,1635/1635,DNA
cgmlst-NEIS1472	NEIS1472,23,100.00,1671/1671,DNA
cgmlst-NEIS1473	NEIS1473,249,100.00,1104/1104,DNA
cgmlst-NEIS1474	NEIS1474,102,100.00,474/474,DNA
cgmlst-NEIS1475	NEIS1475,5,100.00,384/384,DNA
cgmlst-NEIS1477	NEIS1477,186,100.00,960/960,DNA
cgmlst-NEIS1478	NEIS1478,191,100.00,1722/1722,DNA
cgmlst-NEIS1479	NEIS1479,137,100.00,774/774,DNA
cgmlst-NEIS1480	NEIS1480,187,100.00,903/903,DNA
cgmlst-NEIS1481	NEIS1481,173,100.00,717/717,DNA
cgmlst-NEIS1483	NEIS1483,63,100.00,423/423,DNA
cgmlst-NEIS1485	NEIS1485,20,100.00,672/672,DNA
cgmlst-NEIS1486	NEIS1486,6,100.00,627/627,DNA
cgmlst-NEIS1487	NEIS1487,169,100.00,807/807,DNA
cgmlst-NEIS1488	NEIS1488,1,100.00,441/441,DNA
cgmlst-NEIS1489	NEIS1489,2,100.00,1407/1407,DNA
cgmlst-NEIS1490	NEIS1490,2,100.00,1116/1116,DNA
cgmlst-NEIS1491	NEIS1491,108,100.00,1071/1071,DNA
cgmlst-NEIS1492	NEIS1492,290,100.00,2586/2586,DNA
cgmlst-NEIS1493	NEIS1493,12,100.00,996/996,DNA
cgmlst-NEIS1494	NEIS1494,134,100.00,1014/1014,DNA
cgmlst-NEIS1495	NEIS1495,2,100.00,294/294,DNA
cgmlst-NEIS1496	NEIS1496,2,100.00,492/492,DNA
cgmlst-NEIS1497	NEIS1497,213,100.00,1728/1728,DNA
cgmlst-NEIS1498	NEIS1498,138,100.00,654/654,DNA
cgmlst-NEIS1499	NEIS1499,91,100.00,654/654,DNA
cgmlst-NEIS1500	NEIS1500,1,100.00,900/900,DNA
cgmlst-NEIS1501	NEIS1501,16,100.00,1290/1290,DNA
